Ubicazione
ALZ NAVIGLIO GRANDE N. 146 ; (Z.D. 6)
VIA MASOLINO DA PANICALE N. 2 (Z.D. 8)
VIA MASOLINO DA PANICALE N. 2 ; (Z.D. 8)
VIA MASOLINO DA PANICALE N. 9 ; (Z.D. 8)
VIA MASOTTO UMBERTO N. 20 (Z.D. 4)
VIA MASOTTO UMBERTO N. 20 ; (Z.D. 4)
VIA MASOTTO UMBERTO N. 30 ; (Z.D. 4)
VIA MASSARA DE CAPITANI N. 3 INGRESSO IN VIA DEGLI IMBRIANI; (Z.D. 9)
VIA MASSARENTI GIUSEPPE N. 18 ; (Z.D. 7)
VIA MASSENA ANDREA INGRESSO C.SO SEMPIONE CIV.21 NUM.002A; (Z.D. 8)
VIA MAURI ACHILLE N. 4 (Z.D. 1)
VIA MAURI ACHILLE N. 4 ; (Z.D. 1)
VIA MAURI ANGELO N. 3 ; (Z.D. 7)
VIA MAURI ANGELO N. 5 ; (Z.D. 7)
VIA MAURI ANGELO N. 6 ; (Z.D. 7)
VIA MAZZINI GIUSEPPE N. 12 (Z.D. 1)
VIA MAZZINI GIUSEPPE N. 15 ; (Z.D. 1)
VIA MAZZINI GIUSEPPE N. 16 ; (Z.D. 1)
VIA MAZZINI GIUSEPPE N. 20 ; (Z.D. 1)
VIA MAZZOLARI DON PRIMO N. 33 ; (Z.D. 6)
VIA MECENATE N. 10 ; (Z.D. 4)
VIA MECENATE N. 107 ; (Z.D. 4)
VIA MECENATE N. 32 ; (Z.D. 4)
VIA MECENATE N. 34 ; (Z.D. 4)
VIA MECENATE N. 38 ; (Z.D. 4)
VIA MECENATE N. 5 ; (Z.D. 4)
VIA MECENATE N. 99 ; (Z.D. 4)
VIA MECENATE NUM.076; (Z.D. 4)
VIA MEDA GIUSEPPE N. 15 ; (Z.D. 5)
VIA MEDA GIUSEPPE N. 17 ; (Z.D. 5)
VIA MEDA GIUSEPPE N. 23 ; (Z.D. 5)
VIA MEDA GIUSEPPE N. 33 ; (Z.D. 5)
VIA MEDA GIUSEPPE N. 34 ; (Z.D. 5)
VIA MEDA GIUSEPPE N. 35 ; (Z.D. 5)
VIA MEDA GIUSEPPE N. 38 (Z.D. 5)
VIA MEDA GIUSEPPE N. 38 ; (Z.D. 5)
VIA MEDA GIUSEPPE N. 52 ; (Z.D. 5)
VIA MEDA GIUSEPPE N. 53 (Z.D. 5)
VIA MEDA GIUSEPPE N. 55 (Z.D. 5)
VIA MEDA GIUSEPPE N. 57 ; (Z.D. 5)
VIA MEDA GIUSEPPE N. 58 (Z.D. 5)
VIA MEDA GIUSEPPE N. 6 ; (Z.D. 5)
VIA MEDA GIUSEPPE N. 7 ; (Z.D. 5)
VIA MEDA GIUSEPPE NUM.033A; (Z.D. 5)
VIA MEDEGHINO N. 15 ; (Z.D. 5)
VIA MEDEGHINO N. 3 ; (Z.D. 5)
VIA MEDEGHINO N. 32 ; (Z.D. 5)
VIA MEDEGHINO N. 39 ; (Z.D. 5)
VIA MEDEGHINO N. 4 ; (Z.D. 5)
VIA MELATO MARIA N. 10 ; (Z.D. 8)
VIA MELLONI MACEDONIO N. 30 (Z.D. 4)
VIA MELLONI MACEDONIO N. 32 ; (Z.D. 4)
VIA MELLONI MACEDONIO N. 37 ; (Z.D. 4)
VIA MELORIA N. 14 (Z.D. 8)
VIA MELZO N. 22 (Z.D. 3)
VIA MELZO N. 22 ; (Z.D. 3)
VIA MELZO N. 23 1Ø PIANO; (Z.D. 3)
VIA MELZO N. 30 ; (Z.D. 3)
VIA MENABREA LUIGI FEDERICO N. 14 ; (Z.D. 9)
VIA MENABREA LUIGI FEDERICO N. 20 (Z.D. 9)
VIA MENABREA LUIGI FEDERICO N. 20 ; (Z.D. 9)
VIA MENOTTI CIRO IØ PIANO NUM.011C; (Z.D. 3)
VIA MENOTTI CIRO N. 1 ; (Z.D. 3)
VIA MENOTTI CIRO N. 35 VIA CIRO MENOTTI 35 (Z.D. 3)
VIA MENOTTI CIRO N. 6 ; (Z.D. 3)
VIA MENOTTI CIRO N. 8 ; (Z.D. 3)
VIA MENOTTI CIRO NUM.0313; (Z.D. 3)
VIA MERAVIGLI AL P.T.- INTERR.- 2ØP.INTERR. NUM.01214; (Z.D. 1)
VIA MERAVIGLI N. 16 ; (Z.D. 1)
VIA MERAVIGLI N. 7 ; (Z.D. 1)
VIA MERCADANTE SAVERIO N. 10 ; (Z.D. 3)
VIA MERCADANTE SAVERIO N. 17 ; (Z.D. 3)
VIA MERCADANTE SAVERIO N. 9 ; (Z.D. 3)
VIA MERCALLI GIUSEPPE N. 7 ; (Z.D. 1)
VIA MERCATO N. 10 ; (Z.D. 1)
VIA MERLO CARLO GIUSEPPE N. 1 P.T. + SOPPALCO; (Z.D. 1)
VIA MERLO CARLO GIUSEPPE N. 3 (Z.D. 1)
VIA MESSINA N. 13 ; (Z.D. 8)
VIA MESSINA N. 17 PIANO SEMINTERRATO; (Z.D. 8)
VIA MESSINA N. 2 ; (Z.D. 8)
VIA MESSINA N. 6 ; (Z.D. 8)
VIA MESTRE N. 7 (Z.D. 3)
VIA MESTRE N. 7 INTERNO PALESTRA; (Z.D. 3)
VIA MEUCCI ANTONIO N. 11 ; (Z.D. 2)
VIA MEUCCI ANTONIO N. 2 ; (Z.D. 2)
VIA MEUCCI ANTONIO N. 22 (Z.D. 2)
VIA MEUCCI ANTONIO N. 70 (Z.D. 2)
VIA MICHELINO DA BESOZZO N. 10 ; (Z.D. 8)
VIA MICHELINO DA BESOZZO N. 6 ; (Z.D. 8)
VIA MICHETTI FRANCESCO PAOLO N. 1 ; (Z.D. 9)
VIA MILAZZO N. 6 1Ø PIANO; (Z.D. 1)
VIA MILAZZO N. 6 ; (Z.D. 1)
VIA MILLELIRE DOMENICO N. 10 (Z.D. 7)
VIA MILLELIRE DOMENICO N. 12 (Z.D. 7)
VIA MILLELIRE DOMENICO N. 15 ; (Z.D. 7)
VIA MILLELIRE DOMENICO N. 19 ; (Z.D. 7)
VIA MILLELIRE DOMENICO N. 20 ; (Z.D. 7)
VIA MILLELIRE DOMENICO N. 6 (Z.D. 7)
VIA MILLY MIGNONE CARLA N. 5 ; (Z.D. 7)
VIA MINCIO N. 10 ; (Z.D. 4)
VIA MINCIO N. 12 ; (Z.D. 4)
VIA MINCIO N. 3 ; (Z.D. 4)
VIA MINTURNO N. 1 ; (Z.D. 2)
VIA MODENA GUSTAVO N. 15 ; (Z.D. 3)
VIA MODENA GUSTAVO N. 21 ; (Z.D. 3)
VIA MODENA GUSTAVO N. 25 ; (Z.D. 3)
VIA MODENA GUSTAVO N. 30 ; (Z.D. 3)
VIA MODESTINO N. 1 (Z.D. 1)
VIA MOLA PIER FRANCESCO N. 3 ; (Z.D. 8)
VIA MOLA PIER FRANCESCO N. 7 ; (Z.D. 8)
VIA MOLINO DELLE ARMI N. 19 ; (Z.D. 1)
VIA MOLINO DELLE ARMI NUM.0035; (Z.D. 1)
VIA MOMIGLIANO ATTILIO N. 3 ; (Z.D. 5)
VIA MONDOVI' N. 4 ; (Z.D. 2)
VIA MONFALCONE N. 34 ; (Z.D. 3)
VIA MONTE BIANCO INGRESSO DA P.ZZA AMENDOLA NUM.002A; (Z.D. 8)
VIA MONTE CENGIO N. 11 PIANO INTERRATO; (Z.D. 4)
VIA MONTE CENGIO N. 3 (Z.D. 4)
VIA MONTE CENGIO N. 3 ; (Z.D. 4)
VIA MONTE GENEROSO N. 53 (Z.D. 8)
VIA MONTE NAPOLEONE N. 10 ; (Z.D. 1)
VIA MONTE NAPOLEONE N. 13 ; (Z.D. 1)
VIA MONTE NAPOLEONE N. 17 PIANO AMMEZZATO; (Z.D. 1)
VIA MONTE NAPOLEONE N. 25 ; (Z.D. 1)
VIA MONTE NEVOSO N. 1 (Z.D. 3)
VIA MONTE OLIVETO N. 10 (Z.D. 4)
VIA MONTE OLIVETO N. 10 ; (Z.D. 4)
VIA MONTE PALOMBINO N. 4 ; (Z.D. 4)
VIA MONTE PALOMBINO N. 8 ; (Z.D. 4)
VIA MONTE POPERA N. 9 ; (Z.D. 4)
VIA MONTE ROSA N. 3 ; (Z.D. 7)
VIA MONTE ROSA N. 62 ; (Z.D. 8)
VIA MONTE ROSA N. 69 ; (Z.D. 7)
VIA MONTE ROSA NUM.019E; (Z.D. 6)
VIA MONTE ROTONDO N. 3 ; (Z.D. 9)
VIA MONTE SAN GABRIELE N. 10 ; (Z.D. 2)
VIA MONTE SAN GABRIELE N. 11 ; (Z.D. 2)
VIA MONTE SAN GENESIO N. 14 ; (Z.D. 9)
VIA MONTE SAN GENESIO N. 20 ; (Z.D. 9)
VIA MONTE SAN GENESIO N. 5 ; (Z.D. 9)
VIA MONTEGANI LODOVICO N. 10 (Z.D. 5)
VIA MONTEGANI LODOVICO N. 13 ; (Z.D. 5)
VIA MONTEGANI LODOVICO N. 2 ; (Z.D. 5)
VIA MONTEGANI LODOVICO N. 23 ; (Z.D. 5)
VIA MONTEGANI LODOVICO N. 49 ; (Z.D. 5)
VIA MONTEGANI LODOVICO N. 64 ; (Z.D. 5)
VIA MONTEGANI LODOVICO N. 66 ; (Z.D. 5)
VIA MONTEPULCIANO N. 8 ; (Z.D. 3)
VIA MONTEVIDEO N. 4 (Z.D. 6)
VIA MONTI VINCENZO N. 15 ; (Z.D. 1)
VIA MONTI VINCENZO N. 29 ; (Z.D. 1)
VIA MONTI VINCENZO N. 32 ; (Z.D. 1)
VIA MONTI VINCENZO N. 41 ; (Z.D. 1)
VIA MONTI VINCENZO N. 41 PIANO TERRA; (Z.D. 1)
VIA MONTI VINCENZO N. 47 ; (Z.D. 1)
VIA MONTI VINCENZO N. 56 ; (Z.D. 1)
VIA MONTI VINCENZO N. 58 C/O COM. CARABINIERI REG.LOMBA; (Z.D. 1)
VIA MONTI VINCENZO NUM.057A; (Z.D. 1)
VIA MORA GIAN GIACOMO N. 12 ; (Z.D. 1)
VIA MORA GIAN GIACOMO N. 5 ; (Z.D. 1)
VIA MORAZZONE N. 8 (Z.D. 1)
VIA MORGAGNI GIOVANNI BATTISTA N. 14 ; (Z.D. 3)
VIA MORGAGNI GIOVANNI BATTISTA N. 2 ; (Z.D. 3)
VIA MORGAGNI GIOVANNI BATTISTA N. 38 ; (Z.D. 3)
VIA MORGANTINI MARIO N. 11 ; (Z.D. 7)
VIA MORGANTINI MARIO N. 25 ; (Z.D. 7)
VIA MORIGI N. 1 ANGOLO PIAZZA MENTANA (Z.D. 1)
VIA MORIGI N. 1 IN PROF.; (Z.D. 1)
VIA MORONE GEROLAMO N. 3 ; (Z.D. 1)
VIA MOROSINI EMILIO N. 12 ; (Z.D. 4)
VIA MOROSINI EMILIO N. 23 ; (Z.D. 4)
VIA MOROSINI EMILIO N. 33 ; (Z.D. 4)
VIA MOROSINI EMILIO NUM.0511; (Z.D. 4)
VIA MORTARA N. 5 ; (Z.D. 6)
VIA MOSCA ANTONIO N. 178 ; (Z.D. 7)
VIA MOSCA ANTONIO N. 187 ; (Z.D. 7)
VIA MOSCA ANTONIO NUM.017; (Z.D. 7)
VIA MOSCATI PIETRO N. 20 ; (Z.D. 1)
VIA MURAT GIOACCHINO N. 38 ; (Z.D. 9)
VIA MURAT GIOACCHINO N. 60 ; (Z.D. 9)
VIA MURAT GIOACCHINO N. 70 ; (Z.D. 9)
VIA MURAT GIOACCHINO N. 73 ; (Z.D. 9)
VIA MURAT GIOACCHINO N. 8 ; (Z.D. 9)
VIA MURAT GIOACCHINO N. 85 ; (Z.D. 9)
VIA MURATORI LODOVICO N. 11 ; (Z.D. 4)
VIA MURATORI LODOVICO N. 26 ; (Z.D. 4)
VIA MURATORI LODOVICO N. 42 ; (Z.D. 4)
VIA MURATORI LODOVICO N. 52 (Z.D. 4)
VIA MURATORI LODOVICO N. 52 ; (Z.D. 4)
VIA MURATORI LODOVICO N. 54 ; (Z.D. 4)
VIA MURATORI LODOVICO N. 7 (Z.D. 4)
VIA MUSSI GIUSEPPE N. 11 ; (Z.D. 8)
VIA MUSSI GIUSEPPE N. 12 ; (Z.D. 8)
VIA MUSSI GIUSEPPE N. 15 ; (Z.D. 8)
VIA MUSSI GIUSEPPE N. 5 ; (Z.D. 8)
VIA MUSSI GIUSEPPE N. 9 ; (Z.D. 8)
VIA NATTA GIULIO N. 20 ; (Z.D. 8)
VIA NEERA ANNA N. 15 INGR.VIA MONTEGANI; (Z.D. 5)
VIA NEERA ANNA N. 22 ; (Z.D. 5)
VIA NEERA ANNA NUM.0253; (Z.D. 5)
VIA NEGROLI N. 1 ; (Z.D. 4)
VIA NEGROLI N. 11 ; (Z.D. 4)
VIA NEGROLI N. 13 ; (Z.D. 4)
VIA NEGROLI N. 2 (Z.D. 4)
VIA NEGROLI N. 39 ; (Z.D. 4)
VIA NERI POMPEO N. 2 ; (Z.D. 6)
VIA NERINO N. 10 (Z.D. 1)
VIA NERVESA N. 10 ; (Z.D. 4)
VIA NICCODEMI DARIO N. 4 (Z.D. 8)
VIA NICCODEMI DARIO N. 6 ; (Z.D. 8)
VIA NICCOLINI GIOVANNI BATTISTA N. 16 VIA NICCOLINI  16 (Z.D. 1)
VIA NICCOLINI GIOVANNI BATTISTA N. 25 ; (Z.D. 8)
VIA NIKOLAJEVKA N. 3 ; (Z.D. 7)
VIA NIRONE NUM.002A; (Z.D. 1)
VIA NOTA ALBERTO N. 46 ; (Z.D. 9)
VIA NOVARA N. 105 ; (Z.D. 7)
VIA NOVARA N. 123 ; (Z.D. 7)
VIA NOVARA N. 139 (Z.D. 7)
VIA NOVARA N. 139 ; (Z.D. 7)
VIA NOVARA N. 141 ; (Z.D. 7)
VIA NOVARA N. 15 (Z.D. 7)
VIA NOVARA N. 15 ; (Z.D. 7)
VIA NOVARO MICHELE N. 25 ; (Z.D. 9)
VIA NOVARO MICHELE N. 25 CON INGRESSO VIA TACCIOLI; (Z.D. 9)
VIA OGLIO N. 3 ; (Z.D. 4)
VIA OLGETTINA N. 60 ; (Z.D. 3)
VIA OLGETTINA N. 65 (Z.D. 3)
VIA OLMETTO N. 21 ; (Z.D. 1)
VIA OLMETTO N. 5 PIANO RIALZATO; (Z.D. 1)
VIA OLONA N. 12 ; (Z.D. 1)
VIA OLTROCCHI BALDASSARE N. 11 ; (Z.D. 4)
VIA OLTROCCHI BALDASSARE N. 7 ; (Z.D. 4)
VIA ORGANDINO GIUSEPPE N. 2 ; (Z.D. 7)
VIA ORIANI ALFREDO N. 2 ; (Z.D. 1)
VIA ORNATO LUIGI N. 113 ; (Z.D. 9)
VIA ORNATO LUIGI N. 113 ALTRO LOCALE; (Z.D. 9)
VIA ORNATO LUIGI N. 19 ; (Z.D. 9)
VIA ORNATO LUIGI N. 24 ; (Z.D. 9)
VIA ORNATO LUIGI N. 34 ; (Z.D. 9)
VIA ORNATO LUIGI N. 53 ; (Z.D. 9)
VIA ORNATO LUIGI N. 60 ; (Z.D. 9)
VIA ORNATO LUIGI N. 7 ; (Z.D. 9)
VIA OROBONI ANTONIO N. 13 ; (Z.D. 9)
VIA ORSINI VINCENZO GIORDANO N. 16 ; (Z.D. 7)
VIA ORSINI VINCENZO GIORDANO N. 2 ; (Z.D. 7)
VIA ORTI N. 5 ; (Z.D. 1)
VIA ORTICA N. 1 ; (Z.D. 3)
VIA ORTICA N. 3 ; (Z.D. 3)
VIA OSIMO AUGUSTO N. 3 ; (Z.D. 4)
VIA OSOPPO N. 13 ; (Z.D. 7)
VIA OSOPPO N. 13 CON INGR.IN VIA CACCIALEPORI; (Z.D. 7)
VIA OSTIGLIA N. 10 IN SEMINTERRATO; (Z.D. 4)
VIA OVADA N. 1 ; (Z.D. 6)
VIA OXILIA NINO N. 11 ; (Z.D. 2)
VIA OZANAM FEDERICO N. 10 ; (Z.D. 3)
VIA OZANAM FEDERICO N. 4 PRIMO PIANO; (Z.D. 3)
VIA OZANAM FEDERICO N. 8 ; (Z.D. 3)
VIA OZANAM FEDERICO N. 9 (Z.D. 3)
VIA OZANAM FEDERICO N. 9 ; (Z.D. 3)
VIA PACINI GIOVANNI N. 15 ; (Z.D. 3)
VIA PACINI GIOVANNI N. 22 (Z.D. 3)
VIA PACINI GIOVANNI N. 22 ; (Z.D. 3)
VIA PACINI GIOVANNI N. 25 ; (Z.D. 3)
VIA PACINI GIOVANNI N. 33 ; (Z.D. 3)
VIA PACINI GIOVANNI N. 34 ; (Z.D. 3)
VIA PACINI GIOVANNI N. 50 ; (Z.D. 3)
VIA PACINI GIOVANNI N. 54 ; (Z.D. 3)
VIA PACINI GIOVANNI N. 58 ; (Z.D. 3)
VIA PACINI GIOVANNI N. 70 ; (Z.D. 3)
VIA PACINOTTI FRA' ANTONIO N. 8 (Z.D. 8)
VIA PADOVA N. 12 ; (Z.D. 2)
VIA PADOVA N. 133 ; (Z.D. 2)
VIA PADOVA N. 140 ; (Z.D. 2)
VIA PADOVA N. 142 ; (Z.D. 2)
VIA PADOVA N. 147 ; (Z.D. 2)
VIA PADOVA N. 154 ; (Z.D. 2)
"VIA PADOVA N. 154 VL.E PADOVA, 154 (Z.D. 2)"
VIA PADOVA N. 167 ; (Z.D. 2)
VIA PADOVA N. 168 ; (Z.D. 2)
VIA PADOVA N. 178 ; (Z.D. 2)
VIA PADOVA N. 182 ; (Z.D. 2)
VIA PADOVA N. 186 ; (Z.D. 2)
VIA PADOVA N. 191 ; (Z.D. 2)
VIA PADOVA N. 213 ; (Z.D. 2)
VIA PADOVA N. 217 ; (Z.D. 2)
VIA PADOVA N. 232 ; (Z.D. 2)
VIA PADOVA N. 235 (Z.D. 2)
VIA PADOVA N. 235 ; (Z.D. 2)
VIA PADOVA N. 255 ; (Z.D. 2)
VIA PADOVA N. 26 ; (Z.D. 2)
VIA PADOVA N. 27 (Z.D. 2)
VIA PADOVA N. 276 ; (Z.D. 2)
VIA PADOVA N. 279 ; (Z.D. 2)
VIA PADOVA N. 288 ; (Z.D. 2)
VIA PADOVA N. 3 (Z.D. 2)
VIA PADOVA N. 310 ; (Z.D. 2)
VIA PADOVA N. 324 P.R.; (Z.D. 2)
VIA PADOVA N. 39 ; (Z.D. 2)
VIA PADOVA N. 40 ; (Z.D. 2)
VIA PADOVA N. 41 (Z.D. 2)
VIA PADOVA N. 45 ; (Z.D. 2)
VIA PADOVA N. 60 ; (Z.D. 2)
VIA PADOVA N. 63 ; (Z.D. 2)
VIA PADOVA N. 65 ; (Z.D. 2)
VIA PADOVA N. 70 ; (Z.D. 2)
VIA PADOVA N. 77 ; (Z.D. 2)
VIA PADOVA N. 87 ; (Z.D. 2)
VIA PADOVA N. 92 ; (Z.D. 2)
VIA PADOVA N. 95 ; (Z.D. 2)
VIA PAGANO MARIO N. 4 ; (Z.D. 1)
VIA PAGANO MARIO PIANO RIALZATO NUM.03739; (Z.D. 1)
VIA PAGLIANO ELEUTERIO N. 35 ; (Z.D. 7)
VIA PAISIELLO GIOVANNI N. 2 ; (Z.D. 3)
VIA PAISIELLO GIOVANNI N. 3 ; (Z.D. 3)
VIA PALAZZI LAZZARO N. 15 ; (Z.D. 3)
VIA PALAZZI LAZZARO N. 19 ; (Z.D. 3)
VIA PALAZZI LAZZARO N. 3 ; (Z.D. 3)
VIA PALAZZI LAZZARO N. 4 ; (Z.D. 3)
VIA PALAZZI LAZZARO N. 7 INGRESSO DA VIA TADINO; (Z.D. 3)
VIA PALAZZI LAZZARO N. 8 (Z.D. 3)
VIA PALEOCAPA PIETRO N. 1 ; (Z.D. 1)
VIA PALERMO N. 1 ; (Z.D. 1)
VIA PALERMO N. 15 ; (Z.D. 1)
VIA PALERMO N. 18 ; (Z.D. 1)
VIA PALIZZI FILIPPO N. 119F (Z.D. 8)
VIA PALIZZI FILIPPO NUM.119; (Z.D. 8)
VIA PALLADIO ANDREA N. 3A (Z.D. 5)
VIA PALLADIO ANDREA NUM.003A; (Z.D. 5)
VIA PALMA JACOPO N. 10 ; (Z.D. 7)
VIA PALMA JACOPO N. 26 ; (Z.D. 7)
VIA PALMA JACOPO N. 5 ; (Z.D. 7)
VIA PALMA JACOPO N. 9 ; (Z.D. 7)
VIA PALMANOVA N. 127 ; (Z.D. 2)
VIA PALMANOVA N. 143 ; (Z.D. 2)
VIA PALMANOVA N. 147 ; (Z.D. 2)
VIA PALMANOVA N. 28 (Z.D. 3)
VIA PALMANOVA N. 30 ; (Z.D. 3)
VIA PALMANOVA N. 54 (Z.D. 3)
VIA PALMANOVA N. 56 ; (Z.D. 3)
VIA PALMANOVA N. 67 (Z.D. 2)
VIA PALMANOVA N. 67 ; (Z.D. 2)
VIA PALMANOVA N. 75 ; (Z.D. 2)
VIA PALMANOVA N. 81 ; (Z.D. 2)
VIA PALMANOVA NUM.1551; (Z.D. 2)
VIA PALMIERI NICOLA N. 30 ; (Z.D. 5)
VIA PAMPURI FRA' RICCARDO N. 3 (Z.D. 5)
VIA PAMPURI FRA' RICCARDO N. 7 (Z.D. 5)
VIA PANIZZI ANTONIO N. 12 ; (Z.D. 6)
VIA PANTELLERIA NUM.008; (Z.D. 8)
VIA PANTIGLIATE N. 11 ; (Z.D. 6)
VIA PAOLO DA CANNOBIO N. 16 (Z.D. 1)
VIA PAOLO DA CANNOBIO N. 16 ; (Z.D. 1)
VIA PAOLO DA CANNOBIO N. 37 ; (Z.D. 1)
VIA PAOLO DA CANNOBIO N. 8 ; (Z.D. 1)
VIA PAOLO DA CANNOBIO N. 9 ; (Z.D. 1)
VIA PAPI LAZZARO N. 22 ; (Z.D. 4)
VIA PAPI LAZZARO N. 8 ; (Z.D. 4)
VIA PAPI LAZZARO N. 9 ; (Z.D. 4)
VIA PARACELSO FILIPPO N. 10 ; (Z.D. 3)
VIA PARAVIA PIER ALESSANDRO N. 2 ; (Z.D. 7)
VIA PARAVIA PIER ALESSANDRO N. 26 ; (Z.D. 7)
VIA PARAVIA PIER ALESSANDRO N. 77 ; (Z.D. 7)
VIA PARENZO N. 6 ; (Z.D. 6)
VIA PARENZO N. 8 ; (Z.D. 6)
VIA PARETO VILFREDO N. 11 ; (Z.D. 8)
VIA PARETO VILFREDO N. 13 ; (Z.D. 8)
VIA PARETO VILFREDO N. 7 ; (Z.D. 8)
VIA PARINI GIUSEPPE N. 12 ; (Z.D. 1)
VIA PARINI GIUSEPPE N. 7 ; (Z.D. 1)
VIA PARINI GIUSEPPE N. 9 (Z.D. 1)
VIA PARINI GIUSEPPE N. 9 ; (Z.D. 1)
VIA PARINI GIUSEPPE NUM.005A; (Z.D. 1)
VIA PARMIGIANINO N. 14 ; (Z.D. 7)
VIA PARRAVICINI RAFFAELE N. 18 INGR. VIA EDOLO 30; (Z.D. 2)
VIA PARUTA PAOLO N. 66 (Z.D. 2)
VIA PASCARELLA CESARE N. 1 ; (Z.D. 8)
VIA PASCARELLA CESARE N. 22 ; (Z.D. 8)
VIA PASCOLI GIOVANNI N. 2 ; (Z.D. 3)
VIA PASCOLI GIOVANNI N. 3 ; (Z.D. 3)
VIA PASCOLI GIOVANNI N. 56 ; (Z.D. 3)
VIA PASSARELLA N. 4 ; (Z.D. 1)
VIA PASSERONI GIAN CARLO N. 2 ; (Z.D. 5)
VIA PASTEUR LUIGI N. 6 ; (Z.D. 2)
VIA PASTRENGO N. 1 ; (Z.D. 9)
VIA PATTARI N. 6 ; (Z.D. 1)
VIA PAULLO N. 13 ; (Z.D. 4)
VIA PAULLO N. 7 PIANO RIALZATO; (Z.D. 4)
VIA PAULUCCI DI CALBOLI FULCIERI N. 24 (Z.D. 9)
VIA PAVIA N. 3 ; (Z.D. 5)
VIA PAVIA N. 6/2 (Z.D. 5)
VIA PAVONI LODOVICO N. 1 ; (Z.D. 9)
VIA PECCHIO GIUSEPPE N. 1 I PIANO; (Z.D. 3)
VIA PECCHIO GIUSEPPE N. 17 (Z.D. 3)
VIA PECCHIO GIUSEPPE N. 3 ; (Z.D. 3)
VIA PECCHIO GIUSEPPE N. 5 ; (Z.D. 3)
VIA PELITTI GIUSEPPE N. 2 ; (Z.D. 2)
VIA PELIZZA DA VOLPEDO N. 12 ; (Z.D. 7)
VIA PELIZZA DA VOLPEDO N. 26 CON INGR. VIA MOSE' BIANCHI 52; (Z.D. 7)
VIA PERGOLESI GIOVANNI BATTISTA N. 19 ; (Z.D. 3)
VIA PERGOLESI GIOVANNI BATTISTA N. 22 ; (Z.D. 2)
VIA PERGOLESI GIOVANNI BATTISTA N. 3 (Z.D. 3)
VIA PERGOLESI GIOVANNI BATTISTA N. 7 (Z.D. 3)
VIA PERINI CARLO N. 19 ; (Z.D. 8)
VIA PERUGINO N. 24 (Z.D. 4)
VIA PERUGINO N. 24 ; (Z.D. 4)
VIA PERUGINO N. 32 ; (Z.D. 4)
VIA PESTALOZZI GIOVANNI ENRICO N. 2 ING. VIA LUDOVICO IL MORO; (Z.D. 6)
VIA PESTALOZZI GIOVANNI ENRICO N. 4 ; (Z.D. 6)
VIA PETRARCA FRANCESCO N. 16 ; (Z.D. 1)
VIA PETRELLA ERRICO N. 21 (Z.D. 3)
VIA PETRELLA ERRICO N. 4 (Z.D. 3)
VIA PETROCCHI POLICARPO N. 2 ; (Z.D. 2)
VIA PETROCCHI POLICARPO N. 21 (Z.D. 2)
VIA PETROCCHI POLICARPO N. 21 ; (Z.D. 2)
VIA PETROCCHI POLICARPO N. 21 VIA PETROCCHI  21 (Z.D. 2)
VIA PEZZOTTI GIOVANNI N. 19 (Z.D. 5)
VIA PEZZOTTI GIOVANNI N. 19 ; (Z.D. 5)
VIA PEZZOTTI GIOVANNI N. 46 ; (Z.D. 5)
VIA PEZZOTTI GIOVANNI N. 54 ; (Z.D. 5)
VIA PEZZOTTI GIOVANNI N. 55 ; (Z.D. 5)
VIA PIACENZA N. 1 ; (Z.D. 5)
VIA PIACENZA N. 1 PRIMO PIANO; (Z.D. 5)
VIA PIACENZA N. 15 (Z.D. 5)
VIA PIACENZA N. 17 ; (Z.D. 5)
VIA PIACENZA N. 4 ; (Z.D. 5)
VIA PIANELL SALVATORE N. 58 ; (Z.D. 9)
VIA PICCO MADRE ANNA EUGENIA N. 8 INGRESSO VIA CELENTANO; (Z.D. 2)
VIA PICHI MARIO N. 3 ; (Z.D. 6)
VIA PIER LOMBARDO N. 3 ; (Z.D. 4)
VIA PIERI MARIO N. 2 (Z.D. 2)
VIA PIERI MARIO N. 2 ; (Z.D. 2)
VIA PIERLUIGI GIOVANNI DA PALESTRINA N. 1 ING. PUBB. PZA ARGENTINA; (Z.D. 3)
VIA PIERLUIGI GIOVANNI DA PALESTRINA N. 14 ; (Z.D. 3)
VIA PIERLUIGI GIOVANNI DA PALESTRINA N. 22 (Z.D. 3)
VIA PIERLUIGI GIOVANNI DA PALESTRINA N. 36 ; (Z.D. 2)
VIA PIERLUIGI GIOVANNI DA PALESTRINA N. 4 (Z.D. 3)
VIA PIERLUIGI GIOVANNI DA PALESTRINA N. 4 ; (Z.D. 3)
VIA PIERLUIGI GIOVANNI DA PALESTRINA N. 40 ; (Z.D. 2)
VIA PIERO DELLA FRANCESCA N. 22 ; (Z.D. 8)
VIA PIERO DELLA FRANCESCA N. 38 ; (Z.D. 8)
VIA PIERO DELLA FRANCESCA N. 51 ; (Z.D. 8)
VIA PIERO DELLA FRANCESCA N. 54 ; (Z.D. 8)
VIA PIERO DELLA FRANCESCA N. 74 ; (Z.D. 8)
VIA PIERO DELLA FRANCESCA NUM.036; (Z.D. 8)
VIA PILO ROSOLINO N. 3 ; (Z.D. 3)
VIA PILO ROSOLINO N. 8 ; (Z.D. 3)
VIA PILO ROSOLINO N. 9 ; (Z.D. 3)
VIA PILO ROSOLINO NUM.019B; (Z.D. 3)
VIA PINAMONTE DA VIMERCATE N. 5 ; (Z.D. 1)
VIA PINDARO N. 23 SEMINTERRATO; (Z.D. 2)
